@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {metal,dance}

@DATA
0.071464,0.147337,3.180925,0.168993,0.187892,0.536310,0.005755,0.087604,-21.515706,2.131317,0.280794,0.568803,0.170124,0.101679,0.066440,0.006468,0.087418,0.219091,0.190565,-0.001438,-0.165018,0.013421,0.001592,0.080127,0.010185,0.031726,0.004725,0.080734,0.000991,0.002437,0.019871,0.036657,0.002330,0.039435,0.036347,0.054532,0.079823,0.029091,0.015312,0.344334,0.004817,0.085755,0.664913,0.368006,0.384722,0.301093,0.226781,0.256590,0.219294,0.226180,0.209452,0.207163,0.202422,0.189430,0.177005,0.012640,0.001688,0.073579,0.010465,0.021104,0.005103,0.071592,0.001151,0.002231,0.015398,0.025335,0.002335,0.020208,dance
0.051937,0.129670,3.076187,0.137790,0.174510,0.347935,0.008922,0.058739,-21.859793,1.907086,-0.095679,0.204245,0.145065,0.268880,-0.011950,0.000447,-0.008552,0.024364,0.125309,0.062157,-0.015560,0.012230,0.004384,0.044863,0.006249,0.015114,0.009513,0.081297,0.004422,0.008190,0.019142,0.041857,0.006712,0.034238,0.030325,0.063860,0.205875,0.033527,0.019430,0.270982,0.005288,0.047902,1.184941,0.509222,0.578877,0.383965,0.301280,0.356774,0.307977,0.302826,0.329549,0.277129,0.268359,0.256788,0.219736,0.013388,0.007961,0.043159,0.007871,0.014343,0.013506,0.056430,0.008026,0.009992,0.019759,0.038365,0.013174,0.014188,dance
0.062908,0.114549,3.071804,0.143411,0.172978,0.495442,0.008448,0.084574,-22.167834,1.599166,0.133765,0.222821,0.177824,0.296820,-0.157841,-0.012390,0.074034,0.161134,0.095389,-0.049515,-0.049514,0.011494,0.003955,0.045473,0.005781,0.011210,0.008038,0.071652,0.003418,0.004349,0.025040,0.054239,0.004746,0.033793,0.044349,0.071767,0.242333,0.043300,0.022186,0.410339,0.005333,0.080034,1.606404,0.743701,0.602591,0.459515,0.315120,0.408432,0.374159,0.322296,0.283691,0.261304,0.255754,0.242991,0.212874,0.017126,0.006293,0.042728,0.006570,0.009486,0.011680,0.061757,0.006474,0.005548,0.025981,0.042999,0.009520,0.016177,dance
0.056678,0.084842,3.175646,0.132400,0.165403,0.449778,0.004687,0.081178,-21.627861,1.599794,-0.055482,0.336042,0.127700,0.129239,0.049787,-0.070002,-0.212736,-0.022089,0.076101,-0.077955,0.087138,0.015493,0.002367,0.033414,0.010179,0.016813,0.012975,0.058185,0.002633,0.008611,0.027494,0.029936,0.004171,0.026125,0.021313,0.040336,0.106502,0.025875,0.017541,0.257225,0.002119,0.041211,0.942598,0.476819,0.420988,0.296390,0.286619,0.346802,0.322905,0.230876,0.250090,0.280112,0.243044,0.206859,0.178283,0.015272,0.002274,0.022340,0.010379,0.013289,0.012453,0.049792,0.003384,0.008460,0.020754,0.025450,0.005080,0.011966,dance
0.105076,0.025677,2.959900,0.198179,0.194624,0.912444,0.013103,0.215810,-25.901864,2.327008,-0.023212,0.332948,-0.099333,-0.252640,-0.114229,-0.013379,0.148718,0.144966,-0.043923,-0.025673,-0.067986,0.010938,0.017528,0.054798,0.013441,0.016504,0.003526,0.100365,0.001063,0.009761,0.008160,0.017990,0.002563,0.035953,0.087249,0.042652,0.378539,0.090743,0.029445,0.865346,0.015832,0.210860,1.922961,0.673830,0.502601,0.419872,0.295020,0.300247,0.246844,0.229812,0.224489,0.200409,0.199840,0.201692,0.169212,0.011776,0.017437,0.080557,0.013570,0.015869,0.003123,0.087243,0.001028,0.010257,0.006847,0.018920,0.002747,0.026907,dance
0.070068,0.038245,3.102221,0.182615,0.201599,0.532052,0.006800,0.114568,-23.752524,2.190068,-0.043400,0.581230,-0.036785,-0.049871,-0.040630,0.072178,0.116779,0.185016,-0.040171,0.034372,0.069920,0.009079,0.011562,0.066081,0.020933,0.024759,0.005604,0.062586,0.000921,0.007118,0.011324,0.042006,0.003672,0.035653,0.041247,0.038784,0.207041,0.048154,0.020049,0.419783,0.007296,0.121004,1.023610,0.457214,0.326483,0.274534,0.273825,0.239563,0.240312,0.217306,0.195340,0.196315,0.213813,0.209602,0.198420,0.009391,0.010670,0.062546,0.027006,0.017729,0.004788,0.061784,0.000897,0.007346,0.008648,0.043158,0.003772,0.018438,dance
0.091912,0.046217,3.074574,0.223742,0.213556,0.747151,0.006927,0.147627,-24.200197,2.053872,0.092306,0.227498,0.081048,0.077334,0.122198,0.116670,0.101744,0.182357,-0.086211,0.016033,0.102972,0.013996,0.005119,0.045183,0.008102,0.011876,0.004812,0.052101,0.001093,0.001942,0.011340,0.118458,0.003940,0.044788,0.048503,0.046447,0.282413,0.044001,0.015949,0.457192,0.006940,0.143747,1.378060,0.457896,0.468823,0.340192,0.350490,0.280143,0.259896,0.225285,0.212583,0.219469,0.223504,0.213602,0.197680,0.018978,0.005869,0.057724,0.007610,0.012821,0.005154,0.051666,0.001223,0.002018,0.011831,0.086085,0.004346,0.020856,dance
0.074112,0.045237,3.049216,0.198315,0.214744,0.530518,0.007683,0.116783,-23.977309,2.351540,0.059831,0.619948,0.047325,-0.008801,0.001889,0.062822,0.116612,0.165525,0.017627,0.027335,0.066789,0.007845,0.009369,0.077730,0.017325,0.025091,0.004551,0.076022,0.000638,0.008032,0.008060,0.048252,0.001778,0.040464,0.045150,0.047857,0.304288,0.052776,0.018432,0.451023,0.008277,0.142571,1.240185,0.394038,0.386475,0.295925,0.277207,0.222452,0.236149,0.244787,0.208037,0.207640,0.218126,0.201280,0.186258,0.009079,0.010665,0.077530,0.022598,0.018702,0.004172,0.066164,0.000555,0.009325,0.006675,0.046819,0.001808,0.020555,dance
0.036281,0.022640,3.189030,0.094327,0.144098,0.192967,0.003397,0.059231,-23.248786,2.307947,-0.477439,0.301570,-0.373540,-0.163634,-0.299622,-0.082818,0.002930,0.119646,-0.020602,-0.059738,0.086535,0.009956,0.009548,0.010382,0.037400,0.020402,0.014033,0.016964,0.001549,0.016003,0.020907,0.032788,0.025753,0.019582,0.014528,0.010483,0.103156,0.033240,0.033501,0.270561,0.002669,0.041084,0.736012,0.464161,0.275905,0.199518,0.191348,0.196277,0.172072,0.193195,0.170419,0.248407,0.214908,0.174654,0.140205,0.006029,0.009433,0.005271,0.026451,0.013676,0.009286,0.009788,0.001452,0.011917,0.009768,0.019720,0.012761,0.006030,dance
0.045220,0.074080,3.139468,0.131209,0.173513,0.288310,0.006879,0.060131,-22.152425,2.212095,-0.132905,0.350539,-0.202286,-0.121802,-0.030116,0.132160,0.085223,-0.020441,0.016537,0.060034,-0.048850,0.018412,0.004012,0.136555,0.013015,0.013937,0.004730,0.041620,0.001367,0.013686,0.007452,0.027797,0.008057,0.043068,0.029595,0.043108,0.139260,0.043279,0.025273,0.253424,0.005170,0.056928,0.734514,0.317741,0.252694,0.226308,0.277748,0.221288,0.197395,0.211688,0.219515,0.236171,0.192300,0.187195,0.163398,0.016834,0.003865,0.113231,0.013489,0.011154,0.004005,0.036617,0.001386,0.014144,0.006276,0.029819,0.010217,0.027465,dance
0.028115,0.035493,3.226847,0.071595,0.133414,0.036299,0.004242,0.043263,-22.930302,2.891358,-0.888401,0.536244,-0.309215,-0.211752,-0.237276,-0.034956,0.043912,-0.003460,-0.064398,0.151971,-0.073018,0.030237,0.004301,0.029893,0.015883,0.008320,0.009774,0.046304,0.003292,0.033634,0.004474,0.019582,0.005887,0.020549,0.004214,0.012505,0.055009,0.022398,0.041933,0.015566,0.002169,0.005571,0.425641,0.255798,0.235401,0.210905,0.228443,0.210927,0.249497,0.195654,0.229538,0.198913,0.232160,0.228936,0.182815,0.021309,0.003238,0.016472,0.009979,0.004809,0.006416,0.026376,0.003552,0.019710,0.002594,0.020594,0.003978,0.006987,dance
0.046135,0.060724,3.140321,0.134031,0.175462,0.297668,0.006904,0.064554,-22.557817,2.204702,-0.189300,0.322940,-0.163852,-0.137651,-0.089711,0.113801,0.118266,-0.000442,-0.036170,0.020199,-0.059987,0.016955,0.002929,0.140789,0.011046,0.014161,0.005466,0.043371,0.001252,0.010943,0.007452,0.037253,0.008954,0.046156,0.033427,0.032501,0.103551,0.045542,0.025685,0.288881,0.004253,0.072760,0.699473,0.336931,0.288415,0.220864,0.254818,0.236065,0.226887,0.192334,0.226730,0.236527,0.197551,0.184588,0.167966,0.014135,0.002277,0.108826,0.012620,0.011928,0.005100,0.037965,0.001239,0.010156,0.006990,0.034616,0.011568,0.024956,dance
0.048630,0.065802,3.164369,0.132805,0.172804,0.315190,0.006071,0.064513,-22.089173,2.143336,-0.221872,0.287271,-0.103724,-0.053128,-0.094814,0.052188,0.141737,0.020879,-0.014757,0.022660,-0.035609,0.017816,0.003380,0.127428,0.014852,0.016201,0.005601,0.039302,0.001504,0.010724,0.007145,0.035503,0.008528,0.041266,0.029112,0.035373,0.114929,0.040541,0.023680,0.247988,0.004245,0.055193,0.691621,0.342113,0.286842,0.207511,0.236436,0.236872,0.226372,0.199230,0.252797,0.247479,0.198435,0.207229,0.173113,0.014651,0.002784,0.107409,0.018222,0.011820,0.004957,0.034728,0.001301,0.011138,0.005546,0.031655,0.011240,0.025240,dance
0.071333,0.063064,3.040454,0.153739,0.166100,0.689120,0.004739,0.106303,-22.616763,1.734539,0.784467,0.324712,0.214603,0.169499,0.152381,0.243098,0.037330,-0.127917,-0.127547,-0.116078,0.010901,0.035673,0.002261,0.092275,0.006538,0.014911,0.003790,0.056560,0.001612,0.003281,0.012289,0.039759,0.002412,0.036337,0.024337,0.030543,0.182133,0.020429,0.018297,0.311759,0.003319,0.066764,1.139451,0.483612,0.377472,0.257863,0.286028,0.275453,0.246817,0.226675,0.252587,0.228253,0.193532,0.159942,0.170112,0.037946,0.002053,0.051710,0.005790,0.013994,0.003561,0.043663,0.003109,0.004017,0.014658,0.030224,0.002809,0.012583,dance
0.065338,0.070361,3.070461,0.142630,0.151888,0.644634,0.005302,0.096978,-22.746055,1.298555,0.369073,0.316212,0.081204,0.131854,0.194036,0.199075,0.056690,-0.003809,-0.091173,-0.064332,0.015420,0.025093,0.002876,0.124820,0.005209,0.012128,0.003245,0.070830,0.001901,0.002902,0.006625,0.024144,0.002992,0.046251,0.023739,0.027418,0.175956,0.023743,0.018606,0.294641,0.003501,0.057242,1.147327,0.575378,0.415988,0.319713,0.316759,0.263059,0.253608,0.195996,0.257590,0.231092,0.220762,0.182367,0.177892,0.022325,0.003936,0.071802,0.005277,0.011828,0.002559,0.067605,0.002323,0.003171,0.006548,0.025952,0.003341,0.020173,dance
0.057123,0.079755,3.095509,0.135874,0.157338,0.566707,0.004790,0.085997,-22.025758,1.531223,0.866706,0.550386,0.234987,0.136537,0.033956,0.175408,0.061193,0.039483,-0.011611,-0.028837,-0.093666,0.023679,0.001295,0.125163,0.007559,0.014860,0.003300,0.070811,0.001032,0.002822,0.009085,0.031716,0.003222,0.041346,0.017528,0.023083,0.127040,0.020007,0.020354,0.235720,0.003289,0.049722,0.906830,0.497205,0.316315,0.278185,0.230707,0.194378,0.211155,0.194355,0.229216,0.176113,0.193141,0.174583,0.200647,0.024079,0.001475,0.055410,0.006353,0.014551,0.002639,0.040131,0.001320,0.002359,0.007439,0.026972,0.002874,0.012491,dance
0.044736,0.052640,3.111313,0.107893,0.145039,0.360278,0.012690,0.065410,-23.141159,1.901377,0.034568,0.129005,-0.136713,0.079643,0.078549,0.201595,-0.206046,-0.174970,-0.288896,-0.198677,-0.116619,0.022989,0.005087,0.034723,0.036359,0.030008,0.008763,0.045094,0.002212,0.003030,0.014156,0.025174,0.003480,0.028636,0.021861,0.030356,0.246262,0.027679,0.026289,0.275382,0.021035,0.047406,2.064345,0.547245,0.480534,0.313784,0.337347,0.295839,0.286648,0.292561,0.254752,0.268937,0.271398,0.225307,0.260379,0.029720,0.006953,0.026175,0.036676,0.028466,0.012055,0.049382,0.003828,0.003014,0.013240,0.024259,0.004444,0.013243,dance
0.049585,0.074202,3.109871,0.130028,0.164450,0.424333,0.007441,0.074133,-22.119099,1.884107,0.189729,0.333417,-0.037781,0.225692,0.173389,0.203534,-0.031086,-0.085854,-0.186574,-0.059450,-0.090460,0.015506,0.004275,0.048647,0.021045,0.020912,0.005802,0.103229,0.001661,0.002830,0.016012,0.025345,0.003407,0.036820,0.020977,0.044454,0.208709,0.030322,0.024300,0.246315,0.005053,0.052802,1.060650,0.422369,0.388516,0.252047,0.258754,0.264236,0.263023,0.258812,0.252644,0.252920,0.236604,0.224729,0.219678,0.020572,0.007012,0.033559,0.025538,0.019243,0.006929,0.093590,0.001939,0.002828,0.015440,0.019005,0.004170,0.022812,dance
0.052926,0.060068,3.131148,0.115958,0.149720,0.430662,0.006984,0.078638,-22.267950,1.771393,-0.134935,0.296013,0.035291,0.041956,0.042259,0.162545,-0.112024,-0.015643,-0.157989,-0.128490,-0.187537,0.024705,0.003966,0.033182,0.014336,0.014719,0.008171,0.061450,0.003873,0.005261,0.021737,0.028387,0.004431,0.026342,0.025730,0.033675,0.216644,0.027591,0.026894,0.303883,0.004067,0.049396,1.053187,0.462328,0.475655,0.286270,0.335990,0.282912,0.284886,0.287296,0.275401,0.266690,0.298785,0.274157,0.231937,0.025511,0.004395,0.022334,0.013794,0.011862,0.012664,0.058181,0.006415,0.005888,0.022131,0.025253,0.004557,0.014210,dance
0.053077,0.085606,3.139373,0.134612,0.165493,0.422145,0.008088,0.082074,-21.934060,1.855332,-0.164146,0.277859,-0.019624,0.307411,0.107941,0.142614,-0.102416,0.019865,0.092213,0.097959,-0.000923,0.016715,0.004584,0.042261,0.009602,0.015452,0.009801,0.111373,0.005147,0.003378,0.012892,0.021599,0.004724,0.036213,0.030437,0.044383,0.136074,0.037107,0.023864,0.362186,0.005063,0.074624,1.118416,0.500843,0.505636,0.363684,0.339122,0.305522,0.254941,0.252483,0.306722,0.296491,0.286430,0.247691,0.213099,0.017975,0.006478,0.032295,0.012879,0.012641,0.012423,0.100722,0.005980,0.003898,0.013437,0.016249,0.005515,0.024629,dance
0.093861,0.043838,3.044912,0.195706,0.194375,0.846996,0.008754,0.151743,-25.130932,1.811932,0.454819,0.068302,-0.058668,-0.036931,0.107003,0.267661,0.144737,0.105120,-0.004214,0.055918,-0.000819,0.011654,0.011784,0.077845,0.005051,0.011879,0.003654,0.088864,0.000998,0.002913,0.008914,0.037416,0.003796,0.042349,0.069892,0.045602,0.213304,0.052612,0.016612,0.667639,0.008533,0.142597,1.668309,0.617717,0.559985,0.543607,0.385835,0.327817,0.246820,0.284283,0.234553,0.223099,0.243864,0.208535,0.207960,0.015328,0.015000,0.083330,0.006136,0.010230,0.003885,0.091363,0.001356,0.004074,0.010166,0.039362,0.005734,0.026373,dance
0.084536,0.054956,3.199658,0.157605,0.167217,0.780768,0.003107,0.131953,-21.810051,1.624997,0.198596,0.295596,-0.002306,0.183245,-0.030951,0.109595,-0.019435,0.194422,-0.072777,-0.017542,0.041045,0.015213,0.006924,0.044907,0.006231,0.018099,0.009953,0.045401,0.001650,0.006484,0.012750,0.032933,0.007244,0.022699,0.023202,0.016952,0.089065,0.024831,0.016222,0.258974,0.001303,0.063763,0.835969,0.521372,0.272593,0.287396,0.223293,0.205751,0.210773,0.193792,0.197880,0.216169,0.180827,0.195699,0.187058,0.013951,0.006552,0.034404,0.004704,0.016092,0.007997,0.032212,0.001659,0.004897,0.011596,0.023671,0.008412,0.008992,dance
0.073495,0.056810,3.010648,0.180042,0.194611,0.630369,0.009033,0.108835,-24.566420,1.722341,0.595974,0.497889,0.070400,0.160466,-0.072413,0.212864,-0.010021,-0.022492,0.103813,-0.007149,0.110641,0.006737,0.001822,0.124372,0.004837,0.015968,0.002743,0.102074,0.000684,0.001503,0.008621,0.044247,0.000952,0.056067,0.056102,0.047440,0.220412,0.045470,0.020122,0.558779,0.009278,0.117403,1.406547,0.590098,0.515305,0.415721,0.371246,0.276960,0.366036,0.287756,0.226341,0.207832,0.216573,0.182325,0.191321,0.009962,0.002520,0.103107,0.006305,0.013275,0.002878,0.107390,0.001085,0.001749,0.010312,0.044335,0.001219,0.029600,dance
